months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39,claim_to_premium_ratio,policy_csl_limit
422,60,1,1000,1555.52,0,0,4,6,10,3,43600,-67800,2,0,0,0,0,4,11,1,1,1,1,0,85250,15500,7750,62000,8,12,1999,0,,54.76961426772544,100
303,50,0,2000,836.11,5000000,1,5,11,4,1,0,0,0,2,0,1,4,6,1,4,1,1,2,0,72840,12140,6070,54630,4,27,2010,0,,87.01365411953029,100
228,40,1,500,1450.98,0,1,0,3,0,0,43700,0,1,1,3,3,6,3,20,1,0,0,2,0,6050,1100,1100,3850,12,9,2010,0,,4.166724059560049,100
239,39,1,2000,625.08,0,0,3,10,10,5,44200,-37000,2,0,0,1,4,5,10,1,0,2,3,1,87890,15980,7990,63920,2,38,2014,1,,140.3814209046767,250
330,47,0,2000,1133.27,0,0,2,2,5,5,0,-56400,0,2,2,2,1,4,20,2,0,0,2,1,60500,11000,5500,44000,5,14,1999,1,,53.3382704294392,100
128,35,1,500,1366.6,0,0,4,6,11,2,0,0,0,0,1,1,1,1,10,3,0,2,1,0,88220,16040,16040,56140,3,25,2008,0,,64.50716583796432,500
147,37,2,1000,1439.9,6000000,0,0,9,18,0,0,-48400,0,1,2,2,4,6,2,2,0,1,2,0,53680,9760,4880,39040,0,23,2004,0,,37.254493719203275,500
287,45,2,1000,1230.69,0,1,5,13,9,1,0,-54600,2,0,1,1,5,6,19,1,0,0,2,0,53800,5380,5380,43040,0,23,2006,0,,43.679822033141456,500
142,29,2,2000,1307.68,0,0,4,2,7,0,0,-48500,2,1,0,3,1,1,10,1,1,1,2,0,54360,4530,9060,40770,8,12,1995,1,,41.53803832869762,100
162,35,0,2000,1124.69,0,0,5,5,3,0,0,0,2,2,0,3,6,0,14,1,1,0,3,1,54340,9880,4940,39520,12,9,2001,0,,48.272615018344304,500
140,35,2,1000,1520.78,0,0,2,2,5,5,0,-42900,1,1,3,4,4,1,5,1,0,0,2,1,2860,520,260,2080,3,34,1997,1,,1.8793780967025457,100
106,28,2,2000,1609.11,0,1,2,2,14,3,0,0,3,1,1,3,6,2,8,1,1,2,1,1,5490,0,1220,4270,10,3,1999,0,,3.409704926992566,100
292,45,0,1000,1358.91,0,1,5,2,7,4,0,0,3,1,3,3,6,3,4,1,0,0,2,0,7370,670,1340,5360,11,19,1997,0,,5.419476288872057,500
34,34,2,500,1295.87,0,0,6,8,5,0,0,0,0,2,0,0,0,1,4,3,0,1,0,0,50800,5080,5080,40640,1,4,1997,1,,39.1712353589797,500
290,48,0,500,1161.03,5000000,1,0,0,18,1,45300,0,0,2,1,1,5,4,20,2,0,1,1,0,41520,5190,5190,31140,9,35,2014,0,,35.73057494212714,250
182,38,2,2000,1441.06,0,0,5,1,12,0,53800,-78300,2,2,2,3,1,5,18,1,0,2,3,1,89650,8150,16300,65200,4,30,2005,0,,62.16800965285772,500
362,55,2,1000,1097.99,0,0,3,7,0,4,44400,-71500,0,1,2,3,1,2,0,3,0,0,3,0,39690,0,0,39690,11,21,1998,0,,36.11497829825567,100
143,32,0,1000,1464.42,0,0,2,3,9,0,79900,0,2,1,0,0,4,6,1,1,0,2,0,0,62260,5660,5660,50940,10,1,1995,0,,42.486113196216785,500
183,38,0,500,1543.68,0,0,5,9,13,1,20200,0,2,2,0,3,0,2,17,1,0,0,1,1,51920,9440,4720,37760,1,4,2001,1,,33.61213973120646,250
254,40,0,500,1390.89,5000000,1,1,1,3,5,0,-74400,2,0,1,2,1,5,23,1,0,2,2,0,53460,9720,4860,38880,13,20,2009,0,,38.40820754513646,250
249,43,2,2000,1148.58,0,0,4,0,9,1,0,-71200,0,1,2,1,4,0,4,3,1,2,1,1,57100,5710,5710,45680,6,8,2014,0,,49.67031437568504,100
169,36,1,500,1616.26,0,1,2,3,19,4,50700,-57600,0,0,2,0,1,6,0,3,0,2,3,0,77440,14080,7040,56320,4,27,2004,0,,47.88345720539678,250
235,40,0,500,1398.94,0,1,1,2,3,0,0,0,2,2,1,0,1,5,11,1,0,1,2,0,68300,6830,13660,47810,11,15,2003,0,,48.78780519165107,500
112,32,2,1000,1238.92,0,1,0,7,0,2,57800,-53700,1,1,3,4,1,0,4,1,0,0,2,0,5060,460,920,3680,6,8,2012,0,,4.080908445706174,500
16,32,0,1000,968.46,0,1,4,12,5,1,50800,-66200,0,2,2,0,6,1,0,3,0,0,2,0,59400,6600,13200,39600,4,30,1995,1,,61.27122315515854,100
128,31,0,500,1045.12,0,0,2,13,6,2,0,-28300,0,2,0,0,1,6,2,3,0,0,2,0,69930,0,15540,54390,5,13,2013,1,,66.84701563874125,100
103,27,1,1000,1537.33,0,0,1,5,2,0,0,-74800,0,0,1,3,1,6,11,3,1,1,1,0,77700,7770,15540,54390,7,36,2008,0,,50.50931854673575,100
356,54,2,500,912.3,0,1,1,9,19,5,58500,-44000,0,0,0,2,4,3,23,3,0,2,1,0,68750,12500,12500,43750,1,5,2007,1,,75.27646994415855,500
109,29,2,2000,1007.28,6000000,0,2,0,12,0,0,0,0,2,1,3,1,5,17,3,0,1,3,1,91080,16560,16560,57960,7,36,1995,0,,90.33205062085929,100
2,20,1,1000,1189.98,4000000,0,2,2,9,2,0,-54700,2,2,1,2,6,1,22,1,0,1,3,1,48360,4030,8060,36270,1,5,2000,0,,40.605215872642695,500
198,34,2,1000,1576.41,0,1,0,5,11,2,0,-55100,2,2,0,2,6,2,18,1,1,1,1,1,95000,9500,9500,76000,5,14,2001,0,,60.225306039647265,250
107,32,2,500,1172.82,4000000,1,0,6,19,2,82100,0,3,1,3,3,4,0,8,1,0,1,3,0,3900,780,390,2730,5,14,2010,0,,3.322485559966605,100
252,39,0,500,1312.22,9000000,1,2,13,6,2,0,-33300,0,0,1,2,0,5,15,3,0,0,3,0,59400,11880,5940,41580,7,17,2010,1,,45.23232969342532,500
303,43,2,1000,671.01,7000000,0,0,6,4,2,42900,-61500,2,1,1,1,0,6,20,1,0,2,0,0,60210,6690,6690,46830,9,26,2013,0,,89.59688099879466,500
101,32,0,500,895.14,0,1,3,11,18,2,52600,-30400,2,0,1,0,4,1,4,1,0,0,3,1,43600,8720,4360,30520,11,21,2010,0,,48.653112236927264,250
446,57,1,2000,1373.21,0,1,1,0,17,4,42700,-64900,0,0,2,3,4,4,10,3,0,0,0,0,62800,6280,12560,43960,7,36,2012,0,,45.69898341592624,100
330,48,2,1000,1625.65,0,1,1,4,16,0,0,0,2,2,0,0,5,6,10,1,1,1,3,0,59500,11900,5950,41650,4,27,2006,0,,36.57824362954538,250
211,37,2,2000,1295.63,4000000,0,6,1,16,1,42200,-33800,0,0,2,3,6,3,22,3,1,1,0,0,53460,5940,5940,41580,6,8,2009,0,,41.22995765947109,250
172,33,0,1000,1459.96,6000000,0,2,0,15,5,41300,-42000,0,2,2,0,1,3,15,3,0,0,1,0,41690,7580,7580,26530,10,3,1999,0,,28.53603110283649,100
316,46,2,500,1219.94,7000000,0,5,9,13,5,0,-51000,2,2,1,0,1,0,13,1,0,0,1,1,63100,6310,12620,44170,0,33,2000,0,,51.68149130997428,100
435,60,2,500,1064.49,5000000,1,0,8,5,2,73500,-43300,2,0,2,0,6,0,23,1,0,2,1,0,62880,5240,10480,47160,8,12,2007,1,,59.01510103332739,500
344,51,0,1000,959.83,0,0,5,11,13,1,0,-38700,0,2,0,1,1,3,18,3,0,2,2,1,75400,17400,11600,46400,2,38,2006,1,,78.47381951021512,100
204,40,2,2000,1767.02,0,1,3,6,10,0,0,-49300,2,1,2,0,4,0,7,1,1,1,1,0,46200,4200,8400,33600,1,5,1997,0,,26.13092612074524,250
278,47,1,500,1285.01,0,1,5,6,17,1,0,-39800,2,1,0,0,5,2,21,1,0,2,2,1,58500,5850,5850,46800,12,9,2010,0,,45.48953740639653,500
434,57,2,2000,1422.95,0,1,3,13,3,0,0,0,0,1,0,2,4,1,15,3,0,1,3,0,66240,11040,11040,44160,9,26,2003,0,,46.51848730643632,500
209,36,1,2000,1223.39,0,0,4,2,4,5,0,0,0,1,2,0,3,2,17,3,0,1,3,0,65440,8180,8180,49080,7,36,2014,0,,53.447022599008484,100
250,43,0,2000,1539.06,0,1,5,11,8,2,37800,0,2,0,1,1,4,2,2,1,0,0,3,0,64200,10700,10700,42800,5,14,2002,0,,41.68668753165461,500
61,25,1,2000,988.06,0,0,5,7,7,1,0,0,0,1,1,0,6,3,1,3,1,1,0,0,32320,4040,4040,24240,4,30,2000,0,,32.67749175985279,100
80,28,0,1000,1740.57,0,0,1,4,9,5,0,-18600,2,1,0,3,4,3,3,1,0,0,1,0,33480,3720,3720,26040,4,27,2011,0,,19.224033487026073,500
25,38,2,1000,1540.91,7000000,1,1,0,14,5,40900,0,3,1,3,4,5,3,0,1,0,1,1,1,4320,480,960,2880,12,11,1995,0,,2.8017199447438563,250
4,29,0,500,1381.88,5000000,1,2,12,8,2,0,-77800,3,1,3,3,4,2,4,1,0,0,2,0,4200,840,420,2940,7,36,2008,0,,3.0371398819854214,250
32,29,2,500,1446.98,0,1,4,0,17,3,0,-45700,0,0,1,0,1,0,11,3,1,2,0,0,57970,10540,5270,42160,10,2,2006,0,,40.03508335750494,100
125,31,1,500,1220.86,0,1,3,7,13,0,55400,-40400,1,1,3,4,1,0,4,1,1,1,2,0,4320,0,960,3360,10,2,2003,0,,3.535593275825381,500
276,45,0,500,948.1,0,0,2,6,15,5,44500,-61400,0,0,1,1,4,1,11,3,0,0,2,0,69300,13860,6930,48510,5,13,2010,0,,73.01654198714571,500
148,30,2,500,1471.24,0,0,5,4,4,3,57500,-93600,0,2,1,3,0,5,4,3,0,2,2,0,32480,4060,4060,24360,4,27,1997,0,,22.06162038798022,100
222,38,1,2000,1157.97,0,1,4,6,10,1,0,-64500,2,0,2,3,1,2,20,1,0,2,2,1,60480,6720,6720,47040,0,33,2001,0,,52.18426706472126,100
32,38,0,2000,566.11,5000000,1,0,1,14,4,0,0,1,1,3,3,0,6,22,1,1,0,0,0,2640,440,440,1760,6,8,2015,0,,4.65518153444658,250
78,27,2,500,1060.88,0,1,3,7,16,2,0,-66500,1,1,3,3,4,3,4,1,0,0,3,0,6050,550,1100,4400,13,28,2009,0,,5.697442272196481,500
238,43,2,1000,1524.45,4000000,1,2,5,5,5,0,-44800,0,1,2,0,0,2,21,4,0,0,0,0,42700,4270,4270,34160,10,1,1995,1,,27.991740142253104,250
313,47,1,1000,1556.17,0,1,1,9,15,5,63900,-53300,2,0,0,0,4,2,20,1,1,1,3,0,40260,3660,7320,29280,0,23,1996,1,,25.854595195129626,250
334,50,2,500,1216.24,0,1,5,8,14,5,26700,-47200,2,1,0,1,1,1,7,1,0,2,0,0,50000,5000,10000,35000,3,32,2008,0,,41.07653379777201,500
190,35,1,500,1484.72,5000000,0,2,12,9,0,0,0,1,1,3,4,1,5,4,1,0,0,1,0,3840,640,320,2880,10,1,1998,0,,2.584605443825216,250
194,41,0,500,1203.81,0,1,3,13,18,1,52500,-51300,0,1,1,3,6,6,17,3,0,0,2,0,95900,13700,20550,61650,10,3,1999,0,,79.59761290161934,250
290,47,1,1000,1393.34,0,1,2,3,3,2,0,-61400,0,2,1,0,6,3,20,3,1,1,3,1,56160,6240,12480,37440,1,5,2002,0,,40.27712035801885,250
26,42,2,1000,1484.48,0,1,6,1,17,1,50700,-36300,2,2,0,3,4,5,10,1,0,2,3,0,63030,5730,11460,45840,10,1,1996,0,,42.430729461184264,100
254,41,0,500,1581.27,5000000,0,6,5,16,3,42200,-48000,2,0,1,3,1,5,8,1,1,2,2,0,63470,5770,11540,46160,2,38,1999,0,,40.11325500704684,250
199,38,0,1000,1281.25,0,0,2,12,12,2,0,-53100,2,0,0,3,6,1,6,1,0,0,2,0,44440,8080,4040,32320,2,38,2007,1,,34.657828036654315,250
137,35,1,500,1667.83,0,1,3,9,13,0,48500,-67400,1,1,1,3,6,4,4,1,1,1,1,0,6600,1200,1200,4200,7,17,2005,0,,3.954866583175039,250
134,36,2,1000,1497.41,0,1,6,6,11,0,14100,-44500,0,2,1,0,6,4,17,3,0,2,0,1,77200,9650,9650,57900,5,13,1996,0,,51.52127922264267,250
73,30,2,500,803.36,0,0,2,10,15,0,0,0,0,1,2,2,6,6,15,3,0,0,0,1,57000,0,11400,45600,1,4,2013,0,,70.86379233179173,100
289,45,2,2000,1221.41,0,0,5,4,12,5,46700,-72500,3,1,3,3,6,5,9,1,0,2,1,0,2700,300,300,2100,6,6,2006,0,,2.208751564532358,250
176,36,2,500,1865.83,5000000,1,1,13,11,4,32800,-50600,2,1,2,3,6,2,17,1,0,2,1,1,47300,4300,8600,34400,13,20,2006,0,,25.33706872077265,250
145,37,2,2000,1434.27,0,0,0,12,17,4,0,-35900,2,1,0,2,5,0,13,1,0,2,3,0,55110,5010,10020,40080,9,26,2002,0,,38.39695667017356,250
164,31,1,500,1114.68,0,0,0,7,15,0,44500,-55900,3,1,3,3,4,6,5,1,1,1,0,0,4320,480,480,3360,8,12,2002,0,,3.8720780152014913,500
186,38,2,2000,1218.56,0,0,5,13,18,0,39300,-60300,0,0,2,3,5,0,23,3,1,2,2,0,68760,11460,5730,51570,10,3,1998,1,,56.380989865197286,250
85,31,0,2000,1234.69,9000000,0,4,12,13,0,0,0,0,0,0,2,6,0,1,2,0,2,1,0,74400,14880,7440,52080,2,22,2003,1,,60.209275789235164,250
162,33,2,500,964.92,0,0,0,3,0,2,45700,0,0,1,0,1,1,2,17,4,0,2,1,0,35300,3530,3530,28240,8,12,1996,1,,36.545469604108,250
396,57,0,500,1351.72,0,1,2,12,4,5,0,-49400,1,1,1,4,1,6,3,1,1,1,3,0,2640,480,480,1680,13,28,2000,0,,1.9516233958247087,500
270,41,0,1000,817.28,0,1,2,11,6,4,62200,0,0,1,2,0,4,1,17,3,0,1,1,0,60190,4630,9260,46300,8,24,2014,1,,73.55672874810578,250
168,39,0,1000,1389.59,0,0,5,6,8,3,0,-42600,0,1,0,1,1,3,23,3,1,1,3,0,41580,3780,7560,30240,3,25,2015,1,,29.900977283023753,500
274,45,1,1000,1353.53,0,0,3,12,6,4,54700,-47900,2,2,1,0,1,1,13,1,1,0,0,0,58500,11700,0,46800,0,23,1995,1,,43.18841221678368,250
263,43,1,1000,1294.04,0,0,5,5,12,1,0,0,2,1,1,1,4,5,17,1,1,2,3,1,79320,13220,6610,59490,9,35,1997,0,,61.24907338769459,500
152,33,2,1000,840.81,0,0,2,4,5,0,0,0,2,1,1,0,1,0,2,1,1,0,2,0,82610,7510,7510,67590,5,13,2002,1,,98.13378315771968,100
46,41,2,2000,998.19,0,0,4,8,18,0,43700,-66300,0,1,2,0,4,2,23,3,0,1,3,0,78600,13100,19650,45850,4,30,2004,1,,78.66371761126513,100
276,46,2,2000,1090.32,0,1,1,5,5,0,0,-70400,2,0,1,0,4,1,17,1,0,1,2,0,51390,5710,5710,39970,13,20,2007,1,,47.08976285599091,100
234,44,1,500,1780.67,0,1,0,7,8,2,0,0,2,2,0,0,0,6,3,1,0,1,0,0,70200,7020,7020,56160,5,14,2012,1,,39.401235919109595,500
64,30,0,2000,1681.01,0,1,3,10,0,3,0,-51100,1,1,1,4,4,5,16,1,0,2,1,0,4900,490,1470,2940,7,36,2015,0,,2.9131812533813712,250
456,62,2,1000,1395.77,0,0,4,10,5,3,82600,-49500,0,2,0,2,3,2,13,3,0,1,3,0,66480,5540,11080,49860,10,1,2012,1,,47.59552395884791,250
58,23,2,2000,1471.44,5000000,1,2,13,15,3,57500,0,2,1,0,1,0,5,8,1,0,2,1,0,50380,4580,9160,36640,3,34,2007,1,,34.21531607399962,500
475,61,0,500,1265.72,0,0,5,5,13,5,0,-59500,2,0,0,1,4,1,23,1,1,0,2,0,64350,9900,9900,44550,8,12,1998,0,,50.80049261083744,500
96,29,1,1000,1274.7,5000000,1,1,9,10,2,47500,-58700,0,1,0,0,0,6,15,3,1,2,3,1,55400,5540,11080,38780,3,32,2004,1,,43.42713804185937,250
99,28,2,500,1330.39,0,1,4,9,1,5,0,0,2,0,2,2,1,1,3,1,0,2,2,1,49900,4990,9980,34930,4,27,1998,0,,37.47962655570494,100
38,28,2,500,1122.95,4000000,1,5,8,9,2,78000,0,0,2,1,0,6,4,4,3,0,0,3,1,74880,12480,12480,49920,0,33,2000,0,,66.62218070198853,500
259,44,2,2000,1655.79,0,0,5,3,8,0,0,0,2,0,1,2,1,3,8,1,1,0,0,1,105820,16280,16280,73260,1,4,2002,0,,63.870496562630144,250
241,43,1,1000,935.77,0,1,0,9,9,3,0,-36000,3,1,3,3,3,3,21,1,0,1,0,1,7150,1300,650,5200,13,20,2003,0,,7.632609925595397,250
437,58,1,2000,1192.04,0,1,0,2,7,3,66100,-31400,2,0,2,0,4,4,23,1,1,0,0,0,55800,11160,11160,33480,4,30,2004,0,,46.7712733856367,500
130,34,2,500,990.11,0,1,5,11,11,2,0,-41200,1,1,3,4,1,5,8,1,0,1,3,1,5830,1060,1060,3710,4,30,2015,0,,5.8822935900152356,100
269,41,2,2000,1422.21,0,0,0,5,14,4,0,-46400,2,2,0,0,6,5,21,1,1,2,1,0,85900,17180,17180,51540,11,15,2005,1,,60.35651801209941,100
103,29,2,500,914.85,0,1,0,9,0,2,72100,0,1,1,1,3,2,1,5,1,0,2,3,0,7110,790,1580,4740,0,23,2005,0,,7.763280013102582,500
284,43,0,500,1123.84,0,1,6,9,11,2,48200,0,0,2,2,1,6,1,12,3,0,0,0,1,36960,6720,3360,26880,3,34,2007,0,,32.85800647203158,250
189,39,2,2000,838.02,0,0,1,12,12,3,0,0,0,1,1,3,5,4,7,3,0,2,0,1,64400,6440,6440,51520,4,27,1997,0,,76.75621558484899,250
267,43,2,500,1300.68,0,1,6,0,17,4,49000,0,1,1,1,4,0,3,0,1,0,1,3,1,1920,480,0,1440,3,34,2011,0,,1.4750169012353265,250
39,22,1,500,1173.21,0,1,3,4,14,1,0,0,2,1,0,3,4,3,14,1,1,0,1,1,86130,15660,7830,62640,11,21,2009,1,,73.35144480118548,500
140,32,0,1000,985.97,5000000,0,1,10,6,2,0,0,2,2,0,1,5,4,13,1,0,2,3,0,82170,14940,7470,59760,3,32,1995,1,,83.25481017660111,250
243,41,1,1000,1129.23,0,0,1,4,4,3,17300,-60400,2,0,0,1,6,2,1,1,0,1,0,1,50300,10060,5030,35210,11,21,1999,1,,44.50421595604434,100
116,31,1,500,1194.83,0,0,4,9,4,0,28600,0,2,2,0,3,4,5,23,1,0,0,0,0,44200,4420,8840,30940,11,15,1997,0,,36.96177550320698,250
219,43,1,1000,1114.29,0,0,2,13,14,2,51300,0,2,2,0,0,5,4,1,1,0,2,2,1,66660,6060,6060,54540,12,18,2006,0,,59.76920800867936,100
96,26,2,2000,1509.04,0,0,0,9,3,0,10000,0,2,0,2,0,4,5,9,1,1,2,3,0,78320,7120,14240,56960,10,1,2007,0,,51.866175730444226,250
149,34,1,500,664.86,0,0,6,2,16,5,0,-60000,2,1,2,1,6,1,3,1,0,0,1,0,105040,16160,16160,72720,4,30,1999,0,,157.7508785630613,250
246,43,1,1000,1267.4,6000000,1,3,0,1,0,0,0,2,2,1,1,1,2,0,1,0,2,1,0,50700,5070,5070,40560,0,31,2006,0,,39.971617786187316,250
293,45,0,1000,1119.23,0,0,4,3,8,4,51500,0,0,0,2,1,6,3,13,3,0,1,1,0,51210,11380,5690,34140,7,36,2015,0,,45.71382662488953,100
339,48,2,500,1698.51,0,1,3,7,7,4,0,0,0,1,2,1,4,2,18,3,0,2,1,0,51840,8640,8640,34560,13,20,2001,0,,30.50290966219675,100
160,33,0,1000,1422.78,0,0,2,3,8,0,61600,0,0,0,2,0,0,5,17,3,0,2,3,1,52800,5280,5280,42240,9,29,2006,0,,37.08438101392069,500
224,42,2,500,1212.75,0,0,1,9,11,3,0,-51400,2,0,1,1,6,6,11,1,0,0,0,1,55200,9200,13800,32200,6,10,1998,0,,45.4788877445932,500
194,34,1,1000,1423.34,0,1,0,11,4,1,55300,-37900,3,1,1,4,6,5,0,1,1,0,3,0,9100,1400,1400,6300,3,25,2003,0,,6.388923992866872,100
385,51,1,1000,976.37,0,0,4,2,15,0,0,-61000,0,1,1,2,6,5,14,3,0,1,3,0,67600,13520,6760,47320,11,21,2007,0,,69.16520867225309,250
100,33,2,500,1124.59,6000000,1,1,0,9,1,67300,0,2,1,1,2,0,1,4,1,0,1,2,0,40800,6800,6800,27200,2,37,2004,0,,36.247656784441936,250
371,50,1,1000,1569.33,0,1,6,6,2,1,79600,0,0,2,0,2,6,6,2,3,0,2,1,1,84500,13000,13000,58500,13,28,2011,1,,53.81034559614858,250
175,39,1,500,1359.36,5000000,1,6,3,10,0,0,-43600,0,0,0,2,4,0,9,3,1,2,2,1,71610,13020,6510,52080,12,18,2012,1,,52.6404775206563,500
373,55,1,500,1607.36,0,1,4,11,19,3,0,0,0,1,0,2,4,0,21,4,0,0,2,0,60600,6060,12120,42420,4,30,2007,1,,37.67813176154593,250
258,41,0,500,1042.25,0,1,5,3,15,4,0,-44400,0,1,0,1,0,5,0,3,0,2,3,0,81240,6770,20310,54160,8,7,2008,1,,77.87203450754852,100
255,39,2,500,1453.95,0,0,6,1,3,1,38200,0,0,2,2,1,6,6,17,3,1,0,3,0,29300,2930,5860,20510,1,4,2010,0,,20.138149077287878,250
37,31,0,500,1969.63,0,0,4,11,16,3,0,0,0,2,2,1,6,3,21,3,0,1,1,1,76450,6950,13900,55600,4,30,1995,0,,38.794700172026204,500
322,44,0,1000,1156.19,0,0,1,6,6,0,49900,-62700,0,2,0,1,1,4,20,3,1,0,3,0,49400,9880,4940,34580,7,36,2010,0,,42.68961881799877,100
204,38,0,2000,1124.47,0,0,4,12,11,5,0,-45100,2,2,2,0,4,4,5,1,0,0,1,0,90530,16460,16460,57610,5,14,2003,0,,80.43750610855909,100
76,31,2,500,1493.5,5000000,0,0,8,12,1,39900,-44000,3,1,1,3,6,4,7,1,0,2,1,0,8030,1460,730,5840,8,12,1995,0,,5.373034459685513,500
193,40,0,500,1155.38,0,0,6,5,12,1,34200,-32300,2,2,1,1,1,1,6,1,0,0,0,1,63900,6390,6390,51120,0,33,2001,0,,55.25865200020754,100
405,55,0,500,878.19,0,1,6,6,9,4,57100,0,0,1,1,1,0,3,2,4,1,0,2,0,38640,4830,4830,28980,3,34,1997,0,,43.949544467066275,250
435,58,1,2000,1145.85,0,1,3,11,12,1,0,-40000,0,1,2,2,1,1,19,3,0,1,1,1,41490,9220,4610,27660,8,12,2004,0,,36.1773553646946,100
54,35,1,500,1261.28,0,0,4,10,10,4,68500,-42100,0,2,1,1,5,6,21,3,1,2,0,0,79090,14380,7190,57520,9,26,2012,0,,62.656462908388,100
144,35,0,500,1427.46,0,1,2,6,6,5,0,0,0,2,0,3,6,6,3,3,0,0,0,0,87900,17580,8790,61530,4,27,1995,0,,61.53479971437772,100
92,32,0,500,1592.41,0,1,5,9,19,0,58900,-29100,2,1,2,0,6,1,22,1,0,2,3,1,53400,5340,5340,42720,7,36,1996,0,,33.51303179972511,500
173,36,2,1000,1274.63,0,1,1,6,1,4,51000,0,2,1,2,1,4,6,22,1,1,2,3,0,52030,9460,9460,33110,0,23,1995,0,,40.78768922022843,250
436,60,1,500,1362.31,0,1,2,9,3,5,67600,-65300,2,0,1,0,5,0,16,1,0,0,2,0,82060,14920,7460,59680,10,2,2005,0,,60.19173922292069,250
155,35,2,1000,919.37,0,0,0,10,10,1,83600,0,2,0,1,0,1,4,0,1,0,0,3,0,48360,8060,8060,32240,9,26,1997,0,,52.544085530819125,250
78,31,2,1000,1377.23,0,0,5,1,11,4,72600,0,0,2,1,2,1,2,1,3,0,2,1,0,52290,5810,11620,34860,9,26,1997,0,,37.93996647874447,250
440,57,0,1000,995.55,5000000,1,1,10,13,5,51500,-52100,0,1,0,3,4,0,19,3,1,0,3,0,68200,12400,12400,43400,7,36,2007,1,,68.43610456073453,100
264,43,0,500,1508.12,6000000,1,6,2,1,5,0,0,0,1,0,2,1,1,0,3,0,2,1,0,60750,13500,6750,40500,7,36,2015,1,,40.25524809160306,100
66,30,1,500,484.67,0,0,1,0,13,5,21100,-60800,0,0,0,1,4,0,2,3,0,0,2,1,65560,11920,11920,41720,13,28,2015,1,,134.9887783886178,500
366,50,1,1000,1561.41,0,0,2,5,1,0,21200,0,0,1,1,3,1,0,5,3,1,1,3,0,70290,12780,12780,44730,8,7,2012,0,,44.98819131982002,500
188,37,2,500,1457.21,0,0,3,0,10,3,46300,0,2,1,2,0,4,1,6,1,0,2,0,1,45000,5000,5000,35000,11,15,2003,0,,30.859752710514947,100
224,39,0,1000,1128.71,0,0,3,9,17,2,0,-47100,0,1,2,1,5,5,21,3,1,2,1,0,61800,12360,6180,43260,11,19,2007,0,,54.704304644554796,500
253,46,0,500,1358.2,0,0,4,13,12,0,52900,0,0,0,0,0,1,1,11,3,1,0,0,0,64570,5870,11740,46960,7,36,2001,0,,47.5058858151854,100
446,61,0,1000,1232.79,0,0,2,0,15,4,49900,-62100,2,1,1,2,5,6,3,1,1,2,0,1,70500,7050,14100,49350,11,15,2007,0,,57.14100454696504,100
169,37,0,1000,936.19,0,1,3,1,12,2,70600,-48500,0,2,2,3,4,4,4,3,0,2,1,1,57900,17370,5790,34740,1,5,2005,0,,61.78042872843287,100
255,46,0,500,1302.34,0,0,3,9,18,3,0,-52600,0,0,1,1,6,4,2,3,0,1,0,0,57860,5260,10520,42080,13,20,2011,0,,44.39363481516719,250
209,39,1,500,1264.99,0,1,6,13,14,0,67800,0,2,2,1,1,5,4,22,1,0,1,1,0,37800,8400,4200,25200,3,32,1995,0,,29.858055750835316,100
210,37,2,500,1467.76,0,0,4,12,10,3,38700,-33100,2,0,2,0,1,3,8,1,0,1,3,1,63300,6330,6330,50640,12,18,2000,0,,43.097578910101035,500
174,33,1,2000,1124.43,0,0,1,4,13,3,0,0,0,1,2,0,6,4,14,3,1,0,1,1,44200,8840,4420,30940,10,2,1995,0,,39.27387754014021,250
70,28,0,1000,1319.81,0,1,2,6,19,0,67200,-59400,0,2,1,3,6,0,14,4,0,1,0,1,31680,3520,3520,24640,12,9,2006,0,,23.985281758920664,250
89,32,1,2000,1482.53,0,0,4,12,11,1,49100,-45100,1,1,3,3,6,4,5,1,1,1,2,0,100,10,20,70,1,4,2002,0,,0.06740679325662441,100
458,61,1,1000,1328.18,0,0,2,10,3,2,53000,0,2,0,1,1,6,1,18,1,0,2,1,0,56340,6260,6260,43820,13,28,2003,0,,42.38703561594366,100
239,40,1,500,1463.95,0,0,3,11,16,3,0,0,0,1,2,3,0,6,20,3,0,0,0,1,69740,6340,6340,57060,4,27,2003,0,,47.60572033175193,100
161,38,0,2000,1133.85,0,1,6,8,8,1,60200,0,0,0,2,3,6,6,0,3,1,2,2,1,60480,5040,15120,40320,13,20,2003,0,,53.29338679120589,100
446,61,1,1000,1037.32,0,0,2,12,16,5,0,-15700,0,1,1,3,0,2,1,3,0,2,1,0,80880,6740,13480,60660,9,35,2005,0,,77.89506125279298,500
476,61,1,1000,1562.8,0,0,5,5,7,1,42800,-68200,2,0,2,1,6,2,10,1,0,1,2,1,49390,8980,4490,35920,11,21,2009,0,,31.583322675533957,250
70,29,1,1000,1425.79,0,0,4,1,18,2,62400,-52300,2,0,1,0,0,5,12,1,0,0,3,0,69360,11560,11560,46240,4,30,2009,0,,48.61261993706152,100
